,SortOrder,LocID,Notes,ISO3_code,ISO2_code,SDMX_code,LocTypeID,LocTypeName,ParentID,Location,VarID,Variant,Time,TPopulation1Jan,TPopulation1July,TPopulationMale1July,TPopulationFemale1July,PopDensity,PopSexRatio,MedianAgePop,NatChange,NatChangeRT,PopChange,PopGrowthRate,DoublingTime,Births,Births1519,CBR,TFR,NRR,MAC,SRB,Deaths,DeathsMale,DeathsFemale,CDR,LEx,LExMale,LExFemale,LE15,LE15Male,LE15Female,LE65,LE65Male,LE65Female,LE80,LE80Male,LE80Female,InfantDeaths,IMR,LBsurvivingAge1,Under5Deaths,Q5,Q0040,Q0040Male,Q0040Female,Q0060,Q0060Male,Q0060Female,Q1550,Q1550Male,Q1550Female,Q1560,Q1560Male,Q1560Female,NetMigrations,CNMR
21048,143,275,13,PSE,PS,275,4,Country/Area,922,State of Palestine,2,Medium,2022,5189.966,5250.072,2619.454,2630.618,872.105,99.5756,19.4001,125.205,23.836,120.212,2.29,30.2684,145.449,11.728,27.69,3.4357,1.6348,28.702,105.1,20.244,11.264,8.98,3.854,73.4444,71.0237,75.948,59.841,57.4971,62.2545,14.4969,12.9049,16.0223,6.0953,5.247,6.719,2.019,13.882,143.596,2.385,16.4231,38.3549,43.7996,32.8027,131.968,160.766,103.7901,44.5234,53.2192,36.1272,115.0511,142.8984,88.0078,-5,-0.952
21200,144,760,,SYR,SY,760,4,Country/Area,922,Syrian Arab Republic,2,Medium,2022,21589.586,22125.249,11078.628,11046.621,120.4357,100.2897,21.5695,337.02,15.484,1071.325,4.843,14.3124,446.859,51.302,20.531,2.7039,1.2786,29.337,105.2,109.839,64.842,44.997,5.047,72.3,68.6708,76.1166,59.0257,55.5221,62.6856,15.1823,13.5851,16.6092,6.4915,5.7051,7.028,7.28,16.3489,440.207,8.778,20.1245,67.0288,92.8423,39.4194,166.3203,221.1235,109.4765,76.4139,109.8249,41.3014,145.8395,199.4171,90.6739,734.304,33.738
21352,145,792,,TUR,TR,792,4,Country/Area,922,Türkiye,2,Medium,2022,85091.633,85341.241,42762.43,42578.812,110.8898,100.4312,31.3232,800.803,9.367,499.216,0.585,118.4867,1236.9,47.957,14.468,1.8817,0.9065,29.108,105.1,436.097,241.628,194.469,5.101,78.4754,75.3803,81.4949,64.2409,61.1642,67.2346,17.7592,15.6191,19.5025,7.769,6.2325,8.7233,9.559,7.7224,1228.626,11.309,9.0903,21.2941,25.5691,16.8146,85.3369,114.754,54.2349,28.6503,38.4198,18.497,76.2755,105.3862,45.5362,-301.586,-3.528
21504,146,784,,ARE,AE,784,4,Country/Area,922,United Arab Emirates,2,Medium,2022,9403.261,9441.128,6547.744,2893.384,132.9287,226.3005,33.3439,75.734,8.023,75.735,0.802,86.4273,93.343,0.463,9.888,1.443,0.6991,31.421,104.6,17.609,11.993,5.616,1.865,79.196,77.7204,81.412,64.7516,63.3303,66.9117,17.6168,16.3772,19.0942,7.5708,6.855,8.2085,0.486,5.1783,92.927,0.588,6.2316,15.9359,18.4372,11.4575,68.9552,75.7669,51.8567,21.8753,24.2734,16.1312,62.2755,68.3328,45.925,0,0
21656,147,887,,YEM,YE,887,4,Country/Area,922,Yemen,2,Medium,2022,33322.321,33696.614,17023.203,16673.411,63.823,102.0979,18.8385,778.579,23.095,748.586,2.222,31.1947,1008.643,93.701,29.919,3.7161,1.6562,29.854,105.9,230.064,132.651,97.413,6.824,63.7202,60.4935,67.2216,53.402,50.3477,56.6838,12.2689,11.186,13.2197,5.0991,4.6275,5.4253,47.197,46.7894,969.803,62.569,62.1259,134.9769,167.3467,100.3575,289.4894,349.8741,223.8982,124.6517,165.3613,81.0376,235.7991,296.0545,171.0778,-29.998,-0.89
21808,148,908,,,,150,2,Geographic region,1840,Europe,2,Medium,2022,744494.292,743555.765,358908.325,384647.44,33.6717,93.3084,41.9048,-2665.641,-3.587,-1877.054,-0.252,,6813.59,200.312,9.169,1.4898,0.7174,30.226,105.7,9479.231,4764.658,4714.573,12.756,77.4235,74.0112,80.8449,62.8209,59.4301,66.2147,17.9887,16.1724,19.5062,8.4702,7.7085,8.9431,23.899,3.5026,6793.093,29.344,4.2681,27.8335,38.4698,16.7919,119.8944,165.5291,73.2731,53.4483,76.3246,30.0151,115.2306,160.6386,68.9111,788.581,1.061
21960,149,923,,,,151,3,Subregion,908,Eastern Europe,2,Medium,2022,290623.526,289626.115,136193.977,153432.138,16.0438,88.765,40.2478,-2098.337,-7.247,-1994.822,-0.689,,2678.168,116.651,9.249,1.4901,0.7148,28.835,105.8,4776.505,2424.016,2352.489,16.496,71.5211,66.7416,76.4572,57.0039,52.2454,61.9083,14.5073,11.9592,16.4209,6.6527,5.6134,7.1304,11.833,4.4056,2668.013,14.97,5.4935,45.7812,65.1613,25.5274,199.2743,283.8265,111.9918,92.029,134.8573,47.7641,193.6571,278.179,106.5781,103.474,0.357
22112,150,112,,BLR,BY,112,4,Country/Area,923,Belarus,2,Medium,2022,9549.898,9534.954,4390.266,5144.689,46.9911,85.3359,40.4262,-60.206,-6.325,-29.887,-0.313,,87.252,2.656,9.165,1.4946,0.7217,28.712,105.8,147.458,75.308,72.15,15.49,73.2461,68.0896,78.3839,58.4765,53.3336,63.5938,14.5269,11.335,16.9113,6.881,5.2111,7.5799,0.163,1.868,87.113,0.225,2.5518,24.4425,36.5347,12.5249,159.4476,242.4199,78.6899,63.1569,98.5989,28.7547,156.6991,239.5849,76.1352,30.308,3.184
22264,151,100,,BGR,BG,100,4,Country/Area,923,Bulgaria,2,Medium,2022,6833.621,6781.953,3288.787,3493.166,62.5665,94.1492,44.6851,-98.534,-14.525,-103.336,-1.524,,56.663,5.872,8.352,1.59,0.7611,27.83,106,155.197,77.568,77.629,22.877,71.5285,68.2777,75.0797,57.0767,53.8091,60.6455,13.5642,11.665,15.2176,5.9697,5.4863,6.2518,0.299,5.2622,56.406,0.364,6.3311,34.0101,42.7968,24.5194,179.3739,233.9071,119.6461,68.2085,90.4367,44.0271,172.8501,227.7275,112.7568,-4.8,-0.708
22416,152,203,,CZE,CZ,203,4,Country/Area,923,Czechia,2,Medium,2022,10497.505,10493.986,5169.472,5324.514,135.9272,97.0881,42.899,-29.052,-2.772,-7.038,-0.067,,101.555,2.31,9.688,1.6984,0.8216,30.177,105.3,130.607,67.765,62.842,12.46,78.1285,75.1065,81.2199,63.4123,60.4104,66.4794,17.2383,15.1419,19.0974,7.7879,6.819,8.3961,0.24,2.355,101.35,0.296,2.8714,17.1105,22.3217,11.548,90.2437,119.6058,58.8415,32.8944,43.6068,21.4053,86.816,115.9028,55.7292,22.011,2.1
22568,153,348,,HUN,HU,348,4,Country/Area,923,Hungary,2,Medium,2022,9688.547,9967.308,4785.348,5181.96,110.0995,92.3463,42.2639,-58.522,-6.059,557.521,5.595,12.3887,91.371,5.235,9.46,1.5813,0.761,29.797,105.8,149.893,73.72,76.174,15.519,74.9583,71.5517,78.3093,60.3257,56.9354,63.6548,15.728,13.4641,17.5267,7.3816,6.4982,7.8364,0.303,3.3128,91.111,0.37,4.0234,20.6988,25.6977,15.3758,138.5136,182.685,93.0113,43.7932,58.1414,28.7487,134.1435,178.146,88.8717,616.038,63.779
22720,154,616,,POL,PL,616,4,Country/Area,923,Poland,2,Medium,2022,38236.684,39857.146,19295.674,20561.471,130.1696,93.8438,40.2915,-125.463,-3.287,3240.923,8.136,8.5195,353.84,8.209,9.27,1.4612,0.7035,29.722,106,479.303,247.042,232.261,12.557,76.9965,73.2332,80.7964,62.3559,58.5902,66.1557,16.9869,14.5532,19.0283,8.0939,6.9875,8.7145,1.201,3.3805,352.814,1.404,3.9244,21.955,30.5036,13.0421,111.2014,156.2055,64.3763,44.2702,64.3282,23.3781,106.9284,151.9616,60.0983,3366.387,88.193
22872,155,498,14,MDA,MD,498,4,Country/Area,923,Republic of Moldova,2,Medium,2022,3048.343,3272.996,1558.294,1714.703,99.5376,90.8784,35.1557,-13.566,-4.461,449.306,13.749,5.0414,36.943,2.299,12.148,1.8003,0.8571,27.995,106.3,50.509,26.829,23.68,16.609,68.621,64.2171,73.3201,54.7387,50.399,59.3499,11.9862,9.656,13.8516,5.269,4.0185,5.9005,0.461,12.4163,36.541,0.545,14.5394,42.5991,58.3471,26.1916,224.5367,317.651,129.4867,80.4997,120.8488,39.5403,211.6156,304.7482,117.0375,462.866,152.203
23024,156,642,,ROU,RO,642,4,Country/Area,923,Romania,2,Medium,2022,19262.773,19659.267,9509.484,10149.782,85.4468,93.6915,41.515,-123.823,-6.449,792.987,4.034,17.1826,191.763,17.963,9.988,1.7443,0.8405,28.235,105.5,315.586,160.143,155.443,16.437,74.1172,70.7243,77.6191,59.6785,56.2929,63.1685,14.5534,12.397,16.3779,6.7873,6.028,7.2201,1.043,5.4259,190.867,1.291,6.6495,21.5344,27.2462,15.5119,131.3365,179.9522,80.2505,41.1925,57.1059,24.4976,124.5876,173.164,73.5965,916.813,47.752
23176,157,643,,RUS,RU,643,4,Country/Area,923,Russian Federation,2,Medium,2022,144732.516,144713.314,67208.441,77504.873,8.8371,86.7151,38.9512,-980.855,-6.8,-38.404,-0.027,,1375.808,52.977,9.539,1.5048,0.7212,28.807,105.7,2356.663,1196.168,1160.496,16.339,70.1164,64.6893,75.7024,55.5835,50.1876,61.1224,14.2222,11.4221,16.1648,6.5966,5.5714,7.001,5.529,4.0073,1371.074,7.39,5.2442,57.2833,83.1864,30.3161,231.1136,333.3602,125.999,115.3062,171.359,57.9418,225.7563,327.951,120.9657,942.445,6.534
23328,158,703,,SVK,SK,703,4,Country/Area,923,Slovakia,2,Medium,2022,5439.435,5643.453,2757.54,2885.912,115.095,95.5518,40.0585,-16.969,-3.125,408.036,7.233,9.5831,53.357,3.451,9.825,1.5741,0.7584,28.852,105.4,70.326,36.109,34.217,12.95,75.3303,71.9292,78.813,60.8374,57.4547,64.2961,15.7544,13.6292,17.5306,7.0696,6.2863,7.4869,0.25,4.6759,53.142,0.309,5.7087,24.2955,31.6882,16.4895,125.3308,169.6608,78.5437,45.6413,63.1808,26.9304,119.2576,163.4074,72.7145,425.001,78.261
23480,159,804,15,UKR,UA,804,4,Country/Area,923,Ukraine,2,Medium,2022,43334.204,39701.739,18230.672,21471.067,68.5316,84.9081,42.8534,-591.34,-13.741,-7264.93,-18.35,,329.618,15.679,7.659,1.2646,0.6027,28.177,106.3,920.958,463.35,457.608,21.4,68.5636,63.5246,73.9045,54.2425,49.2064,59.5702,12.828,10.1421,14.8252,5.6381,4.2939,6.2898,2.344,7.0908,327.596,2.775,8.3223,55.7432,77.5911,32.6234,247.1695,350.9561,140.5262,116.1535,168.7138,61.6694,239.4563,343.714,132.5533,-6673.58,-155.07
23632,160,924,,,,154,3,Subregion,908,Northern Europe,2,Medium,2022,106378.219,106550.072,52699.272,53850.8,65.0433,97.8616,40.0813,88.971,0.836,343.707,0.323,,1077.79,23.322,10.128,1.5867,0.7661,30.877,105.6,988.819,489.922,498.897,9.292,81.9175,79.9884,83.8057,67.2369,65.3246,69.1054,20.3912,19.1348,21.5237,9.4109,8.6902,9.9516,3.068,2.8444,1075.162,3.606,3.333,16.3639,20.8886,11.6534,68.0694,84.7959,51.1207,28.2597,36.6133,19.7058,64.3401,80.8441,47.6402,254.697,2.393
23784,161,208,16,DNK,DK,208,4,Country/Area,924,Denmark,2,Medium,2022,5867.977,5882.261,2926.508,2955.754,138.7522,99.0105,41.2913,8.568,1.459,28.569,0.486,,64.107,0.304,10.917,1.719,0.8309,31.456,105.7,55.539,28.473,27.066,9.458,81.8822,79.9577,83.8019,67.1882,65.2914,69.0764,20.0388,18.6616,21.3218,9.1771,8.2893,9.8682,0.188,2.9332,63.946,0.212,3.312,11.9515,15.0363,8.7242,61.2088,75.4328,46.5819,20.3908,26.1467,14.4911,57.6288,71.4922,43.3974,19.999,3.406
23936,162,233,,EST,EE,233,4,Country/Area,924,Estonia,2,Medium,2022,1327.6,1326.062,629.571,696.491,30.508,90.3918,41.6302,-2.084,-1.572,-3.076,-0.232,,13.422,0.27,10.118,1.6761,0.8082,30.665,106.1,15.506,7.141,8.365,11.69,79.1552,74.9826,82.9865,64.3884,60.2399,68.188,19.0076,16.3429,20.8351,9.349,8.2473,9.8178,0.024,1.7805,13.402,0.032,2.3155,20.5733,29.4789,10.8277,102.8078,148.2369,55.2698,41.7783,61.2362,20.6012,100.0607,145.1943,52.8867,-1,-0.754
24088,163,234,17,FRO,FO,234,4,Country/Area,924,Faroe Islands,2,Medium,2022,52.995,53.09,27.482,25.608,38.3318,107.3161,37.7198,0.175,3.286,0.189,0.356,,0.801,0.017,15.084,2.7402,1.3113,30.342,106.7,0.626,0.326,0.3,11.798,78.897,77.3125,80.7007,64.5548,63.0046,66.3216,17.3782,16.2444,18.6263,7.4431,6.8214,8.0046,0.004,5.324,0.797,0.006,7.2727,17.9034,21.133,14.2537,69.6238,81.2276,56.3604,22.4947,26.4247,17.9578,61.6564,72.7603,48.9226,0,0
24240,164,246,18,FIN,FI,246,4,Country/Area,924,Finland,2,Medium,2022,5538.263,5540.746,2737.805,2802.941,18.3238,97.6762,42.5611,-9.035,-1.633,4.965,0.09,,47.136,0.611,8.518,1.3969,0.6764,31.108,105.2,56.171,28.064,28.107,10.151,82.3511,79.7923,84.8859,67.5559,64.9997,70.0868,20.6574,18.9264,22.1912,9.4971,8.5312,10.1607,0.077,1.628,47.07,0.095,2.0149,15.8125,21.2144,10.042,64.2319,84.9356,42.4383,27.1054,36.9065,16.6297,61.8235,82.4743,40.0903,13.999,2.53
24392,165,831,19,GGY,GG,831,4,Country/Area,924,Guernsey,2,Medium,2022,63.178,63.301,31.483,31.819,989.0859,98.9425,39.1303,0.142,2.236,0.247,0.39,,0.622,0.021,9.827,1.4613,0.7029,30.495,105.4,0.48,0.246,0.234,7.591,82.7817,81.1027,84.4184,68.4551,66.7374,70.1325,20.5472,19.0948,21.9214,9.5253,8.5934,10.3016,0.004,6.1581,0.618,0.004,7.1565,15.3869,15.3292,15.4413,49.178,55.6972,42.7349,16.0266,16.9966,15.0731,41.2858,48.1505,34.4785,0.1,1.581
24544,166,352,,ISL,IS,352,4,Country/Area,924,Iceland,2,Medium,2022,371.672,372.898,191.134,181.764,3.7199,105.1547,36.1535,2.06,5.528,2.453,0.658,105.3415,4.568,0.057,12.256,1.7251,0.8331,30.804,106.1,2.508,1.291,1.216,6.728,82.815,81.3817,84.2877,68.0117,66.6091,69.4505,20.4469,19.5095,21.351,9.1626,8.507,9.7201,0.006,1.4157,4.562,0.009,1.8982,11.7906,15.38,7.833,52.021,63.5908,39.7123,20.5566,25.7305,14.8287,49.6887,60.8727,37.7972,0.38,1.019
24696,167,372,,IRL,IE,372,4,Country/Area,924,Ireland,2,Medium,2022,5005.888,5023.108,2489.49,2533.619,73.4727,98.2582,37.9529,24.44,4.871,34.441,0.686,101.0419,57.561,0.949,11.472,1.7626,0.8521,32.2,105.5,33.121,17.033,16.088,6.601,82.716,81.0173,84.4123,67.984,66.2958,69.6683,20.511,19.3254,21.6515,9.2376,8.5127,9.8369,0.142,2.4513,57.44,0.164,2.8313,13.2549,17.3532,9.1685,54.1551,66.836,41.5497,21.6738,28.4528,14.9874,51.0206,63.5487,38.5839,9.999,1.993
24848,168,833,19,IMN,IM,833,4,Country/Area,924,Isle of Man,2,Medium,2022,84.434,84.519,41.859,42.66,147.7614,98.1235,45.421,-0.158,-1.877,0.171,0.202,,0.724,0.036,8.584,1.5712,0.7496,29.431,105,0.882,0.458,0.424,10.461,80.7616,78.833,82.7319,67.0334,65.1346,68.9671,20.3887,19.0886,21.6424,9.682,8.8284,10.3795,0.008,10.3966,0.717,0.009,13.1693,34.3618,39.6628,28.895,82.1447,97.3932,66.5369,33.9937,41.3883,26.6146,67.2881,82.0652,52.221,0.34,4.03
25000,169,832,19,JEY,JE,832,4,Country/Area,924,Jersey,2,Medium,2022,110.273,110.778,54.682,56.096,954.9871,97.4785,39.9244,0.207,1.87,1.011,0.913,75.9197,1.157,0.031,10.478,1.4879,0.7144,30.519,105.4,0.95,0.498,0.452,8.608,80.8983,78.6104,83.1907,66.6976,64.4067,68.9908,19.2413,17.3731,21.029,8.7571,7.5728,9.7024,0.009,7.48,1.149,0.01,8.6658,18.9827,20.1547,17.7862,61.9694,74.2604,49.7213,20.3134,22.8942,17.6863,52.5082,64.6759,40.3982,0.8,7.247
25152,170,428,,LVA,LV,428,4,Country/Area,924,Latvia,2,Medium,2022,1860.978,1850.651,858.42,992.232,29.7403,86.514,43.758,-12.182,-6.567,-20.654,-1.116,,16.531,0.479,8.912,1.5854,0.7601,30.065,106.5,28.713,13.04,15.674,15.479,75.9274,71.4905,80.0875,61.2952,56.8595,65.4478,17.2179,14.5692,19.0191,8.3266,7.3758,8.7161,0.047,2.8492,16.491,0.062,3.6873,29.9394,41.9834,16.8819,143.4656,204.1352,82.0363,60.7585,88.3829,31.7753,139.132,199.8231,77.7431,-8.466,-4.564
25304,171,440,,LTU,LT,440,4,Country/Area,924,Lithuania,2,Medium,2022,2768.668,2750.055,1291.659,1458.396,43.9159,88.5672,43.8283,-22.04,-7.992,-37.226,-1.354,,26.206,0.598,9.504,1.6222,0.7825,30.309,105.2,48.246,23.247,24.999,17.496,74.2933,69.4916,79.1304,59.6105,54.8168,64.4338,16.0993,13.1414,18.2772,7.634,6.5124,8.1511,0.074,2.8076,26.143,0.088,3.3115,33.9671,47.721,18.3915,161.3818,230.7163,88.7038,71.9799,103.7799,37.0495,157.6527,226.958,85.0723,-15.192,-5.509
25456,172,578,20,NOR,NO,578,4,Country/Area,924,Norway,2,Medium,2022,5414.319,5434.319,2742.094,2692.225,17.8628,101.8523,39.5754,11.999,2.213,40,0.736,94.1776,53.988,0.342,9.96,1.5068,0.7267,31.292,106.2,41.989,20.946,21.043,7.747,83.3931,81.7184,85.0548,68.6106,66.9487,70.2578,21.0043,19.7693,22.1484,9.597,8.7464,10.2582,0.1,1.8564,53.902,0.119,2.1912,12.2882,16.0096,8.3444,49.2773,59.6186,38.286,19.531,25.0216,13.7044,46.7237,56.8878,35.9251,27.998,5.165
25608,173,752,,SWE,SE,752,4,Country/Area,924,Sweden,2,Medium,2022,10517.669,10549.347,5316.615,5232.732,25.8981,101.603,39.5572,23.352,2.218,63.356,0.601,115.3323,114.08,0.969,10.835,1.6717,0.8078,31.213,105.7,90.728,44.958,45.771,8.617,83.505,81.9017,85.092,68.7313,67.131,70.3143,21.0947,19.9161,22.1855,9.6081,8.8029,10.2437,0.209,1.8274,113.902,0.257,2.2342,13.1092,16.7835,9.1277,47.7652,57.7321,37.2139,19.7054,25.0877,13.9336,45.1042,55.0119,34.6174,39.998,3.799
25760,174,826,21,GBR,GB,826,4,Country/Area,924,United Kingdom,2,Medium,2022,67394.305,67508.936,33360.472,34148.463,278.111,97.6925,39.8468,63.477,0.941,229.261,0.34,,676.887,18.638,10.039,1.5656,0.7559,30.637,105.5,613.41,304.21,309.2,9.098,82.1564,80.4389,83.8335,67.512,65.8152,69.1655,20.6144,19.4688,21.6638,9.5394,8.8556,10.0782,2.177,3.2144,675.022,2.548,3.739,16.7219,20.8189,12.4995,67.5552,81.7516,53.3705,28.6686,36.1265,21.1426,63.4186,77.3453,49.5323,165.79,2.459
25912,175,925,,,,39,3,Subregion,908,Southern Europe,2,Medium,2022,151966.571,151759.678,74053.785,77705.894,116.4707,95.3001,45.1112,-503.418,-3.318,-413.785,-0.273,,1146.942,24.45,7.56,1.3334,0.6426,31.534,106.2,1650.36,823.556,826.804,10.878,82.2409,79.7989,84.5998,67.5589,65.1349,69.8959,20.3146,18.5805,21.8536,9.4353,8.4806,10.1246,3.147,2.7388,1144.248,3.827,3.3083,12.077,15.2013,8.8132,59.5748,77.7411,41.4125,20.6469,27.0781,14.0831,55.8414,73.7482,37.9726,89.675,0.591
26064,176,8,,ALB,AL,8,4,Country/Area,925,Albania,2,Medium,2022,2847.853,2842.321,1417.813,1424.507,103.7419,99.5301,37.5806,-3.068,-1.078,-11.064,-0.389,,28.795,1.275,10.116,1.3765,0.6537,28.971,107.2,31.863,18.601,13.261,11.194,76.8334,74.5018,79.4717,62.6755,60.3518,65.3037,16.501,15.0976,18.094,7.0008,6.2039,7.8539,0.235,8.1864,28.591,0.262,9.1572,27.5437,32.086,22.7094,99.3173,128.2382,70.4238,39.5283,51.0664,27.7938,89.1505,118.0304,60.3632,-8,-2.81
26216,177,20,,AND,AD,20,4,Country/Area,925,Andorra,2,Medium,2022,79.688,79.824,40.786,39.038,169.8383,104.4777,42.9263,0.073,0.911,0.272,0.341,,0.575,0.011,7.204,1.1351,0.5447,32.032,106.2,0.502,0.279,0.224,6.293,83.5515,81.4302,85.8379,69.1426,67.0179,71.4326,21.1117,19.3216,22.9675,9.9591,8.713,11.0027,0.003,5.3557,0.572,0.003,6.2146,13.6421,14.474,12.7311,44.9353,53.7296,35.5051,14.5705,16.5085,12.5314,38.042,46.7542,28.6944,0.2,2.505
26368,178,70,,BIH,BA,70,4,Country/Area,925,Bosnia and Herzegovina,2,Medium,2022,3246.045,3233.526,1591.814,1641.713,63.1585,96.9606,42.045,-24.534,-7.587,-25.037,-0.774,,26.764,0.766,8.278,1.3458,0.6462,29.192,106.8,51.298,26.354,24.944,15.865,75.2932,73.1255,77.4978,60.7485,58.6131,62.9152,14.2145,12.7444,15.5561,6.0258,5.5029,6.4113,0.131,4.871,26.652,0.152,5.5741,12.7479,14.9684,10.4048,90.2443,114.724,65.1081,22.5847,27.9776,17.0082,84.6465,108.7087,59.9913,-0.5,-0.155
26520,179,191,,HRV,HR,191,4,Country/Area,925,Croatia,2,Medium,2022,4041.171,4030.358,1963.04,2067.318,72.1046,94.9559,43.951,-19.618,-4.867,-21.627,-0.537,,33.924,0.78,8.415,1.4454,0.6973,30.581,106,53.542,25.755,27.787,13.282,79.2355,76.4151,82.0004,64.5874,61.7958,67.3173,17.8207,15.9861,19.3759,7.9667,7.3005,8.3576,0.104,3.044,33.836,0.135,3.9221,12.1363,15.439,8.5801,74.8237,103.1215,45.7567,22.636,30.8254,13.9242,70.6142,98.5384,41.9803,-2,-0.496
26672,180,292,19,GIB,GI,292,4,Country/Area,925,Gibraltar,2,Medium,2022,32.625,32.649,16.308,16.342,3264.9,99.7919,41.9047,0.067,2.053,0.048,0.147,,0.345,0.01,10.564,1.8368,0.8728,30.271,106.5,0.278,0.138,0.14,8.511,82.8298,80.9295,84.691,68.9473,67.0939,70.7528,21.7438,20.41,22.9597,10.5685,9.6249,11.2406,0.003,8.9171,0.342,0.004,11.3036,28.8798,33.5872,23.8865,66.6877,79.4815,53.5786,27.5088,33.5238,21.2695,53.7557,65.8685,41.3993,-0.024,-0.735
26824,181,300,,GRC,GR,300,4,Country/Area,925,Greece,2,Medium,2022,10409.612,10384.971,5082.397,5302.574,79.3837,95.8477,45.1012,-54.288,-5.229,-49.282,-0.475,,77.141,2.178,7.431,1.3734,0.6606,31.644,106.4,131.429,74.401,57.029,12.66,80.6136,78.0215,83.3168,65.9693,63.4,68.6455,19.2688,17.7562,20.8057,8.8624,8.0265,9.7114,0.261,3.3673,76.918,0.305,3.8904,15.0771,20.1023,9.8122,74.0512,101.8802,47.1029,26.4229,36.9305,15.7938,69.8705,97.409,43.2685,5,0.482
26976,182,336,22,VAT,VA,336,4,Country/Area,925,Holy See,2,Medium,2022,0.508,0.51,0.246,0.265,1160.2273,92.6415,57.5312,-0.008,-15.366,0.005,0.979,70.8016,0.002,0,4.089,1,0.4826,31.405,105,0.01,0.005,0.005,19.455,84.0354,82.0021,85.9294,69.6294,67.5837,71.5346,21.499,19.742,23.0457,10.1992,8.9891,11.0701,0,5.3635,0.002,0,6.2262,13.2926,13.8148,12.746,42.6149,49.959,35.0814,13.7702,15.2003,12.287,35.7132,43.0806,28.1566,0.014,27.855
27128,183,380,,ITA,IT,380,4,Country/Area,925,Italy,2,Medium,2022,59119.4,59037.474,28788.875,30248.598,199.4678,95.1742,47.2653,-222.349,-3.768,-163.852,-0.278,,407.303,5.378,6.903,1.2898,0.623,32.017,105.9,629.652,301.063,328.589,10.671,84.0574,81.9744,85.9999,69.3161,67.2441,71.2451,21.5997,20.0121,22.9757,9.9466,8.9872,10.6307,0.871,2.1361,406.559,1.048,2.5571,10.6693,13.493,7.684,47.5412,59.4439,35.6018,17.6876,22.6606,12.5656,44.523,56.2494,32.7781,58.496,0.991
27280,184,412,23,KOS,XK,412,4,Country/Area,925,Kosovo (under UNSC res. 1244),2,Medium,2022,1657.76,1659.714,827.139,832.574,152.1975,99.3471,31.0207,8.908,5.359,3.907,0.235,,18.397,0.582,11.068,1.5099,0.7222,29.954,106.9,9.489,5.017,4.472,5.709,79.5237,77.2106,81.7418,65.1409,62.8429,67.3388,18.3603,16.7267,19.808,8.894,8.0022,9.5405,0.114,6.1737,18.299,0.133,7.2334,16.7507,19.1439,14.1667,76.5068,96.5035,57.5904,24.831,30.7463,19.0742,69.2305,88.9795,50.6166,-5,-3.008
27432,185,470,,MLT,MT,470,4,Country/Area,925,Malta,2,Medium,2022,532.375,533.286,278.002,255.284,1692.9714,108.8991,39.2926,0.974,1.828,1.822,0.342,,4.857,0.119,9.115,1.1993,0.5756,30.751,106.7,3.883,2.026,1.857,7.287,83.704,81.6445,85.7028,69.2368,67.1748,71.2364,21.3557,19.6165,22.9142,10.1789,8.7897,11.2048,0.026,5.3408,4.835,0.029,5.9595,10.9292,12.2668,9.3359,44.4504,53.7912,33.8836,12.5151,15.3872,9.0822,38.2921,47.5695,27.7915,0.85,1.595
27584,186,499,,MNE,ME,499,4,Country/Area,925,Montenegro,2,Medium,2022,627.512,627.082,305.349,321.734,45.4013,94.9074,38.4367,-0.382,-0.609,-0.859,-0.137,,6.859,0.178,10.934,1.6773,0.8053,30.095,107.1,7.241,3.863,3.378,11.543,76.8447,73.4804,80.2618,62.0371,58.687,65.4358,16.2122,13.7732,18.4049,7.4095,5.7952,8.4568,0.008,1.2045,6.852,0.013,1.8465,13.9999,17.6546,10.173,100.1969,134.1311,66.8525,31.8554,41.8407,22.0004,97.829,131.5538,64.7438,-0.48,-0.765
27736,187,807,,MKD,MK,807,4,Country/Area,925,North Macedonia,2,Medium,2022,2098.541,2093.598,1043.525,1050.073,84.0364,99.3764,38.5445,-8.897,-4.248,-9.885,-0.472,,19.992,0.93,9.547,1.3735,0.655,28.831,107.7,28.889,15.087,13.801,13.795,73.8883,71.7333,76.1605,59.4342,57.3203,61.6579,13.3367,11.9153,14.6921,5.2217,4.524,5.7239,0.099,4.9349,19.907,0.136,6.7234,17.3345,19.8125,14.6966,107.8229,134.7477,79.9463,30.6432,37.4175,23.5155,101.0841,127.5004,73.8112,-1,-0.478
27888,188,620,,PRT,PT,620,4,Country/Area,925,Portugal,2,Medium,2022,10282.222,10270.865,4846.168,5424.696,111.658,89.3353,45.3694,-32.711,-3.187,-22.714,-0.221,,80.033,1.829,7.796,1.3665,0.6609,31.501,105.5,112.744,55.307,57.437,10.983,82.2398,79.3077,84.9298,67.5259,64.6101,70.1954,20.6629,18.7768,22.2242,9.3315,8.3401,9.9878,0.193,2.4084,79.868,0.238,2.9304,13.1557,16.9716,9.3461,68.9287,96.4541,43.4555,25.7217,35.286,16.7052,65.5959,92.9069,40.3798,9.999,0.974
